"","LIB","Sample","PInumber","ISnum","WASAP","PlantName","Population","DuplicateLIBdecision","FilterMissing","Proportion.Missing","Proportion.Heterozygous","InbreedCoefficent","Kmeans_cluster","Germplasm","BotanicalType","CountryOrigin","Region","lat","lon","Elevation","Latitude"
"131","IXML","PI330747","PI330747",NA,NA,"Mashila","Gates",NA,NA,0.1242655393,0.02627834673,1.581178,11,NA,NA,"Ethiopia",NA,7.15,40.71667,1950,7.15
"132","INLZ","PI329480_IS_11236","PI329480","IS11236",NA,"IS11236","BAP",NA,NA,0.1377099704,0.02385143411,1.578057,11,"Landrace",NA,"Ethiopia",NA,7.199999,38.599998,1900,7.199999809
"133","ISLR","PI506122","PI506122",NA,NA,"Epo","BAP",NA,NA,0.126118494,0.02211261427,1.328525,4,"Landrace","Guinea","Togo",NA,7.25,0.8,NA,7.25
"134","IUHY","PI570498","PI570498","IS3445",NA,"A/18 IS3445","Gates",NA,NA,0.1088899534,0.01890077455,1.414776,3,"Landrace,Cultivated",NA,"Sudan",NA,7.269999,28.680003,NA,7.269999981
"135","JHFZ","PI585981","PI585981","IS26413",NA,"IS26413","Gates",NA,NA,0.1161250453,0.02123082534,1.321961,4,"Landrace,Cultivated","Guinea","Benin",NA,7.300001,1.909999,NA,7.300000191
"136","IQSB","IS_22609",NA,"IS22609",NA,NA,"Gates",NA,NA,0.1113241679,0.01836858862,1.302761,1,"Landrace",NA,"Sri Lanka",NA,7.320001,80.980003,NA,NA
"137","ISLJ","PI329473","PI329473","IS11230",NA,"IS11230","BAP",NA,NA,0.1345172702,0.02467154114,1.625682,11,"Landrace","Durra-bicolor","Ethiopia",NA,7.349999,38.669998,1900,7.349999905
"138","IFGE","PI568717","PI568717",NA,NA,"MRV-106","BAP",NA,NA,0.1187555366,0.0185142675,1.077037,5,"Cultivar","Durra-caudatum","Cameroon",NA,7.369722,12.354722,NA,7.369722
"139","IXPK","PI330822","PI330822",NA,NA,"Chabbi","Gates",NA,NA,0.1316274707,0.0271647494,1.604488,11,NA,NA,"Ethiopia",NA,7.480000019,45.15999985,NA,7.480000019
"140","IZJU","Tog112_379",NA,NA,"Tg112",NA,"Gates",NA,NA,0.1148107287,0.02209579382,1.27853,4,"Landrace","Guinea","Togo","Témédja",7.52635,1.08301,NA,NA
"141","IZJW","Tog113_403",NA,NA,"Tg113",NA,"Gates",NA,NA,0.120894504,0.02466393846,1.235907,4,"Landrace","Guinea","Togo","Témédja",7.52635,1.08301,NA,NA
"142","IDWD","PI267573","PI267573","IS2983",NA,"IS2983","BAP",NA,NA,0.2156438789,0.02375580261,1.198513,11,"Landrace","Durra; Durra-caudatum","Ethiopia",NA,7.677629,36.838441,NA,7.677629
"143","IFJL","PI329550","PI329550","IS11301",NA,"IS11301","BAP",NA,NA,0.1339861472,0.02291210389,1.556911,11,"Landrace","Durra-bicolor","Ethiopia",NA,7.677629,36.838441,1900,7.670000076
"144","IFJM","PI329551","PI329551","IS11302",NA,"IS11302","BAP",NA,NA,0.1360714283,0.02843093573,1.545527,11,"Landrace",NA,"Ethiopia",NA,7.677629,36.838441,1900,7.670000076
"145","IFJN","PI329554","PI329554","IS11305",NA,"IS11305","BAP",NA,NA,0.1333494263,0.02409677182,1.54267,11,"Landrace",NA,"Ethiopia",NA,7.677629,36.838441,1900,7.670000076
"146","INMG","PI329569_IS_11320","PI329569","IS11320",NA,"IS11320","BAP",NA,NA,0.141360696,0.01970903256,1.166746,18,"Landrace","Durra-bicolor","Ethiopia",NA,7.773738,37.227645,NA,8.949999809
"147","ISLK","PI506114","PI506114",NA,NA,"Kwete-Mila","BAP",NA,NA,0.1122060268,0.03054156412,1.166602,4,"Landrace","Guinea","Togo",NA,7.8,1.28333333,NA,7.8
"148","IFLM","PI329478","PI329478","IS11234",NA,"IS11234","BAP",NA,NA,0.1408312368,0.0233614083,1.567051,11,"Landrace",NA,"Ethiopia",NA,7.849999,36.080001,2000,7.849999905
"149","INMH","PI329570_IS_11321","PI329570","IS11321",NA,"IS11321","BAP",NA,NA,0.1516747097,0.0207319402,1.580772,11,"Landrace",NA,"Ethiopia",NA,7.849999,36.583333,NA,7.849999905
"150","IFHE","PI329573","PI329573","IS11324",NA,"IS11324","BAP",NA,NA,0.1374484437,0.02495756918,1.615076,11,"Landrace",NA,"Ethiopia",NA,7.849999,36.583333,NA,NA
"151","ISMY","PI562982","PI562982",NA,NA,"EKA OR OKA BABA","BAP",NA,NA,0.126513876,0.02418985934,1.425529,4,"Cultivar","Guinea","Nigeria",NA,7.849999905,6.150000095,NA,NA
"152","SAMEA12302548","PI597964","PI597964",NA,NA,"SAP-166","SAP",NA,NA,0.1695111314,0.01604840091,1.087336,14,"Breeding",NA,"Texas, Ethiopia",NA,7.849999905,34.54999924,NA,NA
"153","IQUT","PI665169","PI665169",NA,NA,"Alangua","Gates",NA,NA,0.106533024,0.01718776609,1.097257,14,NA,NA,"Ilubabor",NA,7.918,34.449,510,NA
"154","IXNH","PI585971","PI585971","IS26401",NA,"IS26401","Gates",NA,NA,0.1180089473,0.02279712427,1.359383,4,"Landrace,Cultivated","Guinea","Togo",NA,7.947795,1.042651,NA,7.559999943
"155","IXCU","PI329501","PI329501","IS11257",NA,"IS11257","JGI_Ref",NA,NA,0.1108785104,0.03616023617,1.042724,2,"Landrace",NA,"Ethiopia",NA,7.949999,39.130001,2200,7.949999809
"156","INMA","PI329506_IS_11260","PI329506","IS11260",NA,"IS11260","BAP",NA,NA,0.137194432,0.02429758752,1.571981,11,"Landrace","Durra-bicolor","Ethiopia",NA,7.949999,39.130001,2200,7.949999809
"157","IFEL","PI329583","PI329583","IS11334",NA,"IS11334","BAP",NA,NA,0.1377154056,0.02758638211,1.57837,11,"Landrace",NA,"Ethiopia",NA,7.974374,37.439209,NA,7.960000038
"158","INMI","PI329584_IS_11335","PI329584","IS11335",NA,"IS11335","BAP",NA,NA,0.1454115177,0.02380880298,1.648776,11,"Landrace","Durra-bicolor","Ethiopia",NA,7.974374,37.439209,NA,7.960000038
"159","INMJ","PI329585_IS_11336","PI329585","IS11336",NA,"Col. No. 724 B","BAP",NA,NA,0.1528384495,0.02258648904,1.605993,11,"Landrace",NA,"Ethiopia",NA,7.974374,37.439209,1922,7.960000038
"160","JHFS","IS7277","NSL50935","IS7277",NA,"AD 13;Konari","Gates",NA,NA,0.1103874026,0.02137605929,1.205055,5,"Landrace",NA,"Nigeria",NA,8.05,10.779999,NA,NA
"161","INME","PI329518_IS_11270","PI329518","IS11270",NA,"IS11270","BAP",NA,NA,0.1467854551,0.02293086721,1.614636,11,"Landrace","Durra-bicolor","Ethiopia",NA,8.115049,38.375389,NA,8.109999657
"162","INMF","PI329519_IS_11271","PI329519","IS11271",NA,"IS11271","BAP",NA,NA,0.1502860197,0.02310489993,1.624303,11,"Landrace","Durra-bicolor","Ethiopia",NA,8.115049,38.375389,NA,8.109999657
"163","ISHX","PI534115","PI534115",NA,NA,"Akwu","Gates","keep",NA,0.07979717883,0.0141306284,1.075651,14,"Breeding",NA,"Ethiopia",NA,8.149999619,34.45999908,NA,8.149999619
"164","SAMEA12302493","PI534127","PI534127",NA,NA,"No. 37 Ubi, Abelti Ethiopia","SAP","keep",NA,0.1657955441,0.02179109475,1.136518,18,"Breeding",NA,"Ethiopia",NA,8.159999847,37.56000137,NA,8.159999847
"165","ISGD","IS_23540",NA,"IS23540",NA,NA,"Gates",NA,NA,0.1028841564,0.01464629457,1.037204,14,"Landrace",NA,"Ethiopia",NA,8.199999,34.259998,NA,NA
"166","IQSD","IS_23574",NA,"IS23574",NA,"Ganga","Gates",NA,NA,0.09447567442,0.01458170715,0.95914,14,"Landrace",NA,"Ethiopia",NA,8.199999,34.259998,500,NA
"167","SAMEA12302546","PI576428","PI576428",NA,NA,"Mashica","SAP",NA,NA,0.09402535819,0.01414137939,1.118261,14,"Breeding",NA,"Ethiopia",NA,8.239999771,34.58000183,NA,NA
"168","IFJJ","PI329545","PI329545","IS11297",NA,"IS11297","BAP",NA,NA,0.1407938006,0.02495152839,1.575921,11,"Landrace",NA,"Ethiopia",NA,8.283333,37.777637,1700,8.270000458
"169","IFJK","PI329546","PI329546","IS11298",NA,"IS11298","BAP",NA,NA,0.1363161226,0.02629024306,1.578621,11,"Landrace",NA,"Ethiopia",NA,8.283333,37.777637,1700,8.270000458
"170","IFLG","PI585966","PI585966",NA,NA,"DJOFELA","JGI_Ref",NA,NA,0.1242090799,0.0181663198,1.228521,4,"Cultivar","Guinea","Togo",NA,8.2833333,0.9999995,NA,NA
"171","IFEH","PI330858","PI330858","IS12142",NA,"IS12142","BAP",NA,NA,0.1357593488,0.03368123438,1.492923,11,"Landrace","Durra-bicolor","Ethiopia",NA,8.329999,41.590001,NA,8.329999924
"172","JBPS","PI585954","PI585954",NA,NA,"MOHOU","Gates",NA,NA,0.1094545472,0.01887352247,1.271639,4,"Cultivar","Guinea; other","Togo",NA,8.359999657,1,NA,NA
"173","IXPC","PI570494","PI570494","IS6944",NA,"A/2 IS6944","Gates",NA,NA,0.1013629422,0.01899497572,1.151743,5,"Landrace,Cultivated","Caudatum","Sudan, South Sudan",NA,8.369999,33.029998,NA,8.369999886
"174","ISMK","PI562971","PI562971",NA,NA,"FARAFARA","BAP",NA,NA,0.1272898874,0.02309097529,1.384875,4,"Cultivar","Guinea; other","Nigeria",NA,8.39999962,8.55000019,NA,NA
"175","ISLY","PI510757","PI510757",NA,NA,"AP79-714","BAP",NA,NA,0.1096235094,0.01667529583,1.049078,19,"Cultivar","Durra","Cameroon",NA,8.4,14.16666667,NA,8.4
"176","IPEM","PI571377","PI571377","IS14478",NA,"IS14478","Gates",NA,NA,0.09508696644,0.04088101128,0.896524,6,"Wild",NA,"Sudan",NA,8.409999,32.060001,NA,8.409999
"177","IZLK","PI585989","PI585989","IS26423",NA,"IS26423","Gates",NA,NA,0.1145147329,0.02144246802,1.32613,4,"Landrace,Cultivated","Guinea","Benin",NA,8.433333,2.583333,NA,8.4333339
"178","IFFG","PI330803","PI330803","IS12087",NA,"IS12087","BAP",NA,NA,0.135044511,0.02828400907,1.55046,11,"Landrace","Durra-bicolor","Ethiopia",NA,8.529999,34.799999,1560,8.529999733
"179","ISMQ","PI330807","PI330807","IS12091",NA,"IS12091","BAP",NA,NA,0.09612378358,0.01643710469,1.044694,5,"Landrace","Durra-bicolor","Ethiopia",NA,8.529999,34.799999,1560,8.520000458
"180","ISLQ","PI329541","PI329541","IS11293",NA,"IS11293","BAP",NA,NA,0.1339422498,0.02429395101,1.615014,11,"Landrace","Durra-bicolor","Ethiopia",NA,8.529999,37.979999,2000,8.529999733
"181","IFFR","PI569435","PI569435",NA,NA,"KAVANGA","BAP",NA,NA,0.1191814222,0.02090661651,1.128269,19,"Cultivar","Guinea-caudatum; other","Sudan, South Sudan",NA,8.529999733,29.10000038,NA,NA
"182","IFKX","PI569458","PI569458",NA,NA,"NVARKHAN","BAP",NA,NA,0.1050902594,0.03172461287,1.000455,19,"Cultivar","Caudatum; Guinea-caudatum","Sudan, South Sudan",NA,8.529999733,29.10000038,NA,NA
"183","IFFX","PI569459","PI569459",NA,NA,"LUWAIAH","JGI_Ref",NA,NA,0.1105167378,0.01714926871,1.10367,19,"Cultivar","Caudatum","Sudan, South Sudan",NA,8.529999733,29.10000038,NA,NA
"184","IFKZ","PI569460","PI569460",NA,NA,"REKA","BAP",NA,NA,0.1034736522,0.01643891691,1.063853,19,"Cultivar","Caudatum; Guinea-caudatum","Sudan, South Sudan",NA,8.529999733,29.10000038,NA,NA
"185","INXE","PI329268","PI329268","IS11026",NA,"IS11026","Gates",NA,NA,0.1253174696,0.02114943686,1.111735,18,"Landrace",NA,"Ethiopia",NA,8.541389,39.268889,1450,8.541389
"186","INMB","PI329510_IS_11264","PI329510","IS11264",NA,"IS11264","BAP",NA,NA,0.1316845679,0.02446822933,1.222582,18,"Landrace","Durra-bicolor","Ethiopia",NA,8.549999,39.266667,1700,8.539999962
"187","INMC","PI329511_IS_11265","PI329511","IS11265",NA,"IS11265","BAP",NA,NA,0.137527143,0.02396730311,1.084741,18,"Landrace","Durra-bicolor","Ethiopia",NA,8.549999,39.266667,1700,8.539999962
"188","INLY","PI329471_IS_11228","PI329471","IS11228",NA,"IS11228","BAP",NA,NA,0.1343024695,0.02501732963,1.625566,11,"Landrace","Durra-bicolor","Ethiopia",NA,8.594101,39.121411,1900,8.6
"189","IPCI","PI515633","PI515633",NA,NA,"Tchinlore","Gates",NA,NA,0.1160817302,0.01839009082,1.184001,17,"Cultivar","Guinea-bicolor","Togo",NA,8.619543,0.824782,NA,8.619543
"190","JBPN","IS7861","PI700417","IS7861",NA,"IN 31;Ekpon dzuru","Gates",NA,NA,0.1168506704,0.02245558408,1.279961,4,"Landrace",NA,"Nigeria",NA,8.733333,5.750001,82,NA
"191","INMD","PI329517_IS_11269","PI329517","IS11269",NA,"IS11269","BAP",NA,NA,0.134924105,0.02388441412,1.572093,11,"Landrace","Durra-bicolor","Ethiopia",NA,8.739999,38.979999,1900,8.739999771
"192","IFEG","PI563329","PI563329","IS10005",NA,"IS10005","BAP",NA,NA,0.1284502164,0.02127452016,1.178097,18,"Breeding,Cultivated","Durra-caudatum","Ethiopia",NA,8.739999,38.979999,NA,8.739999
"193","IFEI","PI563332","PI563332","IS10015",NA,"IS10015","BAP",NA,NA,0.1331645468,0.02249674376,1.212554,18,"Breeding,Cultivated","Durra","Ethiopia",NA,8.739999,38.979999,NA,8.739999
"194","SRR8474602","SRR8474602","PI651124","IS7416",NA,"BE 22; NSL 50594","TERRA_new",NA,NA,0.453432507,0.01753809802,0.819683,4,"Landrace","Guinea","Nigeria",NA,8.750515,8.308844,NA,NA
"195","IUHZ","PI570504","PI570504","IS3454",NA,"A/41 IS3454","Gates",NA,NA,0.08895776847,0.01631801163,1.022623,5,"Landrace,Cultivated","Caudatum","Sudan, South Sudan",NA,8.766667,27.400001,NA,8.420000076
"196","IXNP","PI337684","PI337684","IS12256",NA,"IS12256","Gates",NA,NA,0.1180660167,0.02656237443,1.541378,11,"Landrace","Durra-bicolor","Ethiopia",NA,8.85,35.639999,NA,8.850000381
"197","IZJT","Tog080_343",NA,NA,"Tg080",NA,"Gates",NA,NA,0.1159223351,0.02066317719,1.278391,4,"Landrace","Guinea","Togo","Tchalo",8.86341,1.11408,NA,NA
"198","IZLC","PI282842","PI282842",NA,NA,"Kell","Gates",NA,NA,0.1641974609,0.02208947422,1.045524,19,NA,"Durra-caudatum","Chad",NA,8.88,17.549999,NA,8.88
"199","IDWP","PI563020","PI563020",NA,NA,"OKA FUNFUN","BAP",NA,NA,0.2228805237,0.01395812826,1.116091,4,"Cultivar","Guinea; other","Nigeria",NA,8.89999962,4.6500001,NA,NA
"200","IFLK","PI562991","PI562991",NA,NA,"GIWA","BAP",NA,NA,0.1266365559,0.01983946921,1.291027,4,"Cultivar","Guinea; other","Nigeria",NA,8.93000031,8.60000038,NA,NA
"201","IDWT","PI221651","PI221651",NA,NA,"UWARETE","BAP","keep",NA,0.1651488679,0.01608106707,1.209253,4,NA,"Guinea","Nigeria",NA,8.930003,8.600003,NA,8.930003
"202","IFEP","PI329644","PI329644","IS11389",NA,"IS11389","BAP",NA,NA,0.1258058599,0.03610637522,1.444396,11,"Landrace","Durra-bicolor","Ethiopia",NA,8.930003,36.580001,NA,8.930000305
"203","SRR8474640","SRR8474640","PI683868","IS7382",NA,"NSL51959","TERRA_new",NA,NA,0.436300746,0.01304837497,0.651828,19,"Landrace",NA,"Nigeria",NA,8.96,6.25,NA,NA
"204","INMK","PI329605_IS_11350","PI329605","IS11350",NA,"IS11350","BAP",NA,NA,0.1456999985,0.02139166214,1.560969,11,"Landrace",NA,"Ethiopia",NA,8.970002,37.849998,NA,8.970000267
"205","IFEN","PI329617","PI329617","IS11362",NA,"IS11362","BAP",NA,NA,0.1365247672,0.02680398115,1.584563,11,"Landrace",NA,"Ethiopia",NA,8.987568,37.327691,NA,9
"206","ISLX","PI329618","PI329618","IS11363",NA,"IS11363","BAP",NA,NA,0.1322895096,0.02470119802,1.61084,11,"Landrace","Durra-bicolor","Ethiopia",NA,8.987568,37.327691,NA,9
"207","IFES","PI329673","PI329673","IS11414",NA,"IS11414","BAP",NA,NA,0.1341537783,0.02698007357,1.622242,11,"Landrace",NA,"Ethiopia",NA,9.029999,38.400001,NA,9.029999733
"208","INLG","PI257599_NO.5_GAMBELA","PI257599",NA,NA,"NO. 5 GAMBELA","BAP",NA,NA,0.09412712927,0.01588460468,1.096173,14,NA,"Caudatum; Kafir-caudatum","Ethiopia",NA,9.029999733,38.70000076,NA,NA
"209","IFML","PI257600","PI257600",NA,NA,"NO. 6 GAMBELA","BAP",NA,NA,0.08600687856,0.01331752499,0.998218,14,NA,"Caudatum; other","Ethiopia",NA,9.029999733,38.70000076,NA,NA
"210","IFGM","PI533792","PI533792",NA,NA,"No. 1 Gambela","BAP","unresolved",NA,0.08585319591,0.01230577141,1.123256,14,"Breeding",NA,"Ethiopia",NA,9.029999733,38.70000076,NA,9.029999733
"211","SAMEA12302599","PI533792","PI533792",NA,NA,"No. 1 Gambela","SAP","unresolved",NA,0.1259021958,0.01408458613,1.180991,9,"Breeding",NA,"Ethiopia",NA,9.029999733,38.70000076,NA,9.029999733
"212","SAMEA12302551","PI533794","PI533794",NA,NA,"No. 5 Gambela","SAP",NA,NA,0.1710768808,0.01342607098,1.086431,14,"Breeding",NA,"Ethiopia",NA,9.029999733,38.70000076,NA,NA
"213","IFFI","PI337689","PI337689","IS12261",NA,"IS12261","BAP",NA,NA,0.1288549436,0.02434501488,1.525713,11,"Landrace","Durra-bicolor","Ethiopia",NA,9.039999,40.900001,NA,9.039999962
"214","ISKL","PI562998","PI562998",NA,NA,"MASUNGI","BAP",NA,NA,0.1195806588,0.01892788227,1.269596,4,"Cultivar","Guinea; other","Nigeria",NA,9.050000191,5.929999828,NA,NA
"215","JHGT","PI329629","PI329629","IS11374",NA,"IS11374","Gates","keep",NA,0.1302836488,0.02548754391,1.637636,11,"Landrace",NA,"Ethiopia",NA,9.079999,36.529998,2088,NA
"216","ISMD","PI329632","PI329632","IS11377",NA,"IS11377","BAP",NA,NA,0.1071071016,0.02106370028,1.286486,5,"Landrace",NA,"Ethiopia",NA,9.079999,36.549999,1250,9.079999924
"217","ISKJ","PI273465","PI273465",NA,NA,"Jerima","BAP",NA,NA,0.1257182591,0.02065059621,1.352943,20,NA,NA,"Nigeria",NA,9.081999,8.675277,NA,9.081999
"218","ISIY","PI576385","PI576385",NA,NA,"SAP-135","Gates","keep",NA,0.09830761904,0.01919014454,1.256074,9,"Breeding",NA,"Nigeria",NA,9.081999,8.675277,NA,9.081999
"219","ISND","PI562990","PI562990",NA,NA,"MURBAN GANGAU","BAP",NA,NA,0.1269885119,0.0196433188,1.253353,4,"Cultivar","Guinea; other","Nigeria",NA,9.100000381,9.960000038,NA,NA
"220","SRR8474729","SRR8474729","PI665076","IS7550",NA,"PL 15","TERRA_new",NA,NA,0.2849795453,0.01650191384,1.058712,4,"Landrace","Guinea","Nigeria",NA,9.100001,9.966667,NA,NA
"221","INLS","PI329326_IS_11083","PI329326","IS11083",NA,"IS11083","BAP",NA,NA,0.1336813054,0.02498149843,1.588799,11,"Landrace",NA,"Ethiopia",NA,9.130001,37.049999,2100,9.130000114
"222","IDUP","PI329333","PI329333","IS11090",NA,"IS11090","BAP",NA,NA,0.1439994232,0.01369622089,0.988195,5,"Landrace","Caudatum","Ethiopia",NA,9.130001,37.049999,1600,9.130000114
"223","IECN","PI273969","PI273969",NA,NA,"MN 4578","BAP",NA,NA,0.1475543952,0.01895308955,1.147614,18,NA,NA,"Ethiopia",NA,9.145,40.489674,NA,9.145
"224","INMN","PI452544_ETS_2030","PI452544",NA,NA,"ETS 2030","BAP",NA,NA,0.1327959802,0.02008686475,1.201928,2,NA,"Durra","Ethiopia",NA,9.145,40.489674,NA,9.145
"225","IFEA","PI453106","PI453106",NA,NA,"ETS 2306","BAP",NA,NA,0.134075079,0.02339139318,1.207738,18,NA,"Durra","Ethiopia",NA,9.145,40.489674,NA,9.145
"226","IFEB","PI453177","PI453177",NA,NA,"ETS 2341","BAP",NA,NA,0.1173442185,0.04551231447,1.132272,11,NA,"Durra-bicolor","Ethiopia",NA,9.145,40.489674,NA,9.145
"227","IFED","PI455280","PI455280",NA,NA,"ETS 3486","BAP",NA,NA,0.1233887274,0.04086456548,1.211429,11,NA,"Durra-bicolor","Ethiopia",NA,9.145,40.489674,NA,9.145
"228","IFJY","PI330833","PI330833","IS12117",NA,"IS12117","BAP",NA,NA,0.1372409084,0.02469623205,1.616367,11,"Landrace","Durra-bicolor","Ethiopia",NA,9.149999,36.400001,NA,9.149999619
"229","IXNT","PI570127","PI570127","IS22905",NA,"IS22905","Gates",NA,NA,0.1000000416,0.02077652231,1.132998,5,"Landrace,Cultivated","Caudatum","Sudan",NA,9.180003,31.379999,NA,9.180003
"230","INLR","PI329319_IS_11077","PI329319","IS11077",NA,"IS11077","BAP",NA,NA,0.1367979407,0.02286061421,1.476462,11,"Landrace",NA,"Ethiopia",NA,9.180305,38.330001,2100,9.180000305
"231","IFLL","PI562994","PI562994",NA,NA,"HANA MATA BURKA","BAP",NA,NA,0.1246271178,0.02727700157,1.254649,4,"Cultivar","Guinea; other","Nigeria",NA,9.25,6.92999983,NA,NA
"232","ISGL","IS_24887","Grif9912","IS24887",NA,"Farafara","Gates",NA,NA,0.1209637194,0.02261863725,1.383134,4,"Landrace",NA,"Nigeria",NA,9.289999,5.059999,NA,NA
"233","SAMEA12302824","PI534123","PI534123",NA,NA,"No. 25 Gobo, Kaichama Ethiopia","SAP","keep",NA,0.1812922015,0.01477471243,1.357095,11,"Breeding","Durra-bicolor","Ethiopia",NA,9.300000191,42.13000107,NA,9.300000191
"234","IFEW","PI329864","PI329864","IS11593",NA,"IS11593","BAP",NA,NA,0.1356378891,0.0281775678,1.147121,18,"Landrace",NA,"Ethiopia",NA,9.300001,38.75,2600,9.300000191
"235","IFEX","PI329865","PI329865","IS11594",NA,"IS11594","BAP",NA,NA,0.1286572526,0.03393245716,1.073468,18,"Landrace",NA,"Ethiopia",NA,9.300001,38.75,2600,9.300000191
"236","INLQ","PI329310_IS_11068","PI329310","IS11068",NA,"IS11068","BAP",NA,NA,0.139945967,0.01925500589,1.184397,18,"Landrace",NA,"Ethiopia",NA,9.300001,42.130001,NA,9.300000191
"237","INMU","PI513898_Abokoun_Wewe","PI513898",NA,NA,"Abokoun Wewe","BAP",NA,NA,0.1304736307,0.02022287534,1.308431,4,"Cultivar","Guinea","Benin",NA,9.30769,2.315834,1000,9.30769
"238","INUX","PI147921","PI147921","IS12531",NA,"FACHAO NO. 26","Gates",NA,NA,0.210000104,0.01777461127,1.470444,11,"Landrace",NA,"Ethiopia",NA,9.311111,42.127778,1842,NA
"239","IDZP","PI563002","PI563002",NA,NA,"EKPAN DZURUGI","BAP",NA,NA,0.3366732642,0.01123733463,0.978371,4,"Cultivar","Guinea; other","Nigeria",NA,9.329999924,5.059999943,NA,NA
"240","SAMEA12302686","PI534079","PI534079",NA,NA,"PL 47","SAP",NA,NA,0.1269098127,0.01517520095,1.190329,9,"Breeding",NA,"Nigeria",NA,9.359999657,9.949999809,NA,NA
"241","ISLE","PI506069","PI506069",NA,NA,"Mbonou","BAP",NA,NA,0.1117966963,0.01929432065,1.26793,17,"Landrace","Guinea-bicolor","Togo",NA,9.36666667,1.33333333,NA,8.619543
"242","IQST","IS_25055","Grif9991","IS25055",NA,NA,"Gates",NA,NA,0.1191235763,0.02155475184,1.373965,4,"Landrace",NA,"Ghana",NA,9.399999,-0.980001,180,NA
"243","ISMA","PI585448","PI585448","IS25050",NA,"IS25050","BAP",NA,NA,0.09310326229,0.0523795665,0.896087,4,"Landrace,Cultivated","Guinea","Ghana",NA,9.399999,-0.839999,NA,9.399999
"244","INXH","PI330036","PI330036","IS11758",NA,"IS11758","Gates",NA,NA,0.1054943211,0.01920395101,1.146822,1,"Landrace",NA,"Ethiopia",NA,9.399999,42.009998,NA,9.399999
"245","IFHF","PI330122","PI330122","IS11842",NA,"IS11842","BAP",NA,NA,0.1317128253,0.02147272259,1.141603,18,"Landrace",NA,"Ethiopia",NA,9.399999,42.009998,NA,9.399999
"246","IDZN","PI562997","PI562997",NA,NA,"EKPAN DZUNGI","BAP",NA,NA,0.1415090821,0.01724156866,1.168,19,"Cultivar","Guinea-caudatum; other","Nigeria",NA,9.399999619,6.03000021,NA,NA
"247","SAMEA12302472","PI576425","PI576425",NA,NA,"SAP-150","SAP",NA,NA,0.09595959106,0.02506664311,1.058486,18,"Breeding",NA,"Ethiopia",NA,9.399999619,42.00999832,NA,NA
"248","IXPF","PI570539","PI570539","IS2304",NA,"A/107 IS2304","Gates",NA,NA,0.0996053251,0.01751678695,1.019639,19,"Landrace,Cultivated","Caudatum-bicolor","Sudan, South Sudan",NA,9.409999,34.069999,NA,9.409999847
"249","IZJS","Tog069_376",NA,NA,"Tg069","Djeffela blanc","Gates",NA,NA,0.120269735,0.02376255582,1.374718,4,"Landrace","Guinea","Togo","Kpadéba",9.49146,1.11142,NA,NA
"250","SAMEA12302457","PI534135","PI534135",NA,NA,"No. 64 Netch Addesho Ethiopia","SAP",NA,NA,0.1976394655,0.0137070394,1.077814,18,"Breeding",NA,"Ethiopia",NA,9.5,38.22999954,NA,NA
"251","SAMEA12302566","PI534075","PI534075",NA,NA,"KA 24","SAP",NA,NA,0.2087631555,0.01117174684,1.101522,20,"Breeding",NA,"Nigeria",NA,9.529999733,12.35000038,NA,NA
"252","IPDB","PI562979","PI562979",NA,NA,"DUKUS","Gates",NA,NA,0.1113303241,0.01882221163,1.036816,5,"Cultivar","Guinea-kafir","Nigeria",NA,9.529999733,12.35000038,NA,9.529999733
"253","IFEQ","PI329645","PI329645","IS11390",NA,"IS11390","BAP",NA,NA,0.1327142028,0.0260858708,1.565261,11,"Landrace",NA,"Ethiopia",NA,9.566667,37.099998,2300,9.56000042
"254","IFER","PI329646","PI329646","IS11391",NA,"IS11391","BAP",NA,NA,0.1476698929,0.02326803878,1.545643,11,"Landrace",NA,"Ethiopia",NA,9.566667,37.099998,2300,9.56000042
